finding_url,repository,repository_url,title,description,severity,status,detected_at,committed_at,author_email,assignee_name,assignee_email,has_patch,configured_scan_id,commit_hash,relevant_paths,resolution_reason
https://chatgpt.com/codex/cloud/security/findings/669edc83db8c8191b37035f622db966d,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Metadata failures can lead to unvalidated Discord uploads,"In the parent commit, a failure from WriteAutoCaptureEmbeddedMetadata caused finalizeAutoCaptureImage to return before writing sidecars or uploading to Discord. This commit intentionally downgrades every metadata write error to a warning and continues. That is too broad: metadata write errors include unsupported or invalid image content. Photo-mode capture accepts new files from the watched directory based on extension and stability, not by decoding/validating the file. Later, uploadAutoCaptureDiscord reads the selected path directly and sends the raw bytes to Discord based only on the filename extension. As a result, if an attacker can place a newly modified .png/.jpg/.jpeg/.webp file in the watched VRChat photo/output directory during an auto-capture run, or can place a link/reparse point with such an extension to another readable file, the app may post those bytes to the configured Discord webhook despite the metadata writer having identified that the file is not a valid supported image. The safer behavior is to continue only for non-security metadata failures after validating that the file is a bounded, decodable image, or to keep aborting on format/parse failures.",medium,new,2026-07-07T18:14:32.584778Z,2026-07-01 13:56:35 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,88bab9bd06239604124e705259f51c6e3f2704c7,src/internal/appcore/metadata.go | src/internal/appcore/autocapture.go | src/internal/appcore/autophoto.go,
https://chatgpt.com/codex/cloud/security/findings/086e884bea5c819181c00459c7516610,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Unbounded ZIP CLI encryption can exhaust memory,"This commit adds a mode where launching the application with exactly one .zip argument encrypts that file and exits. The implementation only checks that the path has a .zip extension and is not a directory, then uses os.ReadFile to load the entire file into memory. It then validates the ZIP from the in-memory byte slice and encrypts into another in-memory buffer. A malicious or simply very large ZIP file can therefore force memory usage roughly proportional to the input plus encrypted output and ZIP metadata, potentially causing the process to hang, be killed, or destabilize the desktop session. The path is also not checked with info.Mode().IsRegular(), so special files such as FIFOs/devices on supported platforms could cause blocking or unbounded reads. This is introduced by the new CLI ZIP encryption path and should be mitigated by requiring a regular file, enforcing a maximum input size appropriate for diagnostic packages, and preferably streaming encryption instead of buffering the entire input and output.",medium,new,2026-06-29T03:51:43.496140Z,2026-06-25 15:05:39 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,62d856115af0bd385722eb3e4ea71b3dd2bd59d1,src/main.go | src/diagnostic_package.go,
https://chatgpt.com/codex/cloud/security/findings/ef226ce160d481919de133f5fb6da201,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Startup diagnostics log unredacted local paths,"The new startup diagnostic flow records sensitive local filesystem paths in plaintext diagnostic.log on every UI startup. Although webhook URLs are reduced to boolean configured flags, the log still includes the full executable path, config path, history path, diagnostic log path, configured output directory, VRChat photo directory, and screenshot directory. These paths commonly contain the Windows username and may reveal private folder names, mounted/network paths, or user workflow details. Because diagnostic logs are intended for troubleshooting and may be requested or attached to GitHub issues/support discussions, this creates an information disclosure risk if a user shares the log or a diagnostic artifact containing it. The paths should be redacted or summarized before being written to a user-shareable diagnostic log.",medium,new,2026-06-29T03:55:18.126203Z,2026-06-25 14:25:29 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,ec42e072d897589fbe17dc7a21c85cd82181d469,src/app_diagnostic.go,
https://chatgpt.com/codex/cloud/security/findings/b4d4d053acfc81919080dcd2a84e0eb2,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Explorer reveal trusts history-controlled file paths,"The commit adds a Wails-exposed RevealFileInExplorer(path) method. The backend only trims, absolutizes, stats, and rejects directories before launching explorer.exe with the supplied path. It does not verify that the path was produced by this app, is under the configured output directory, is a local file, or is an image. The frontend calls this API for any result item with outputPath, and resultItems falls back to visibleHistory when there are no current results. Since history.json is local JSON loaded into state without validating outputPath, a malicious imported config/history bundle or local history tampering can place an arbitrary existing path in outputPath. If the user clicks the new “保存先で表示” action, the app will os.Stat and then pass that path to Explorer. On Windows, this can be abused with attacker-controlled UNC paths to trigger SMB/WebDAV authentication and leak NetNTLM credentials, or to make Explorer open/select arbitrary non-output files and invoke shell/thumbnail handlers. The issue is not shell command injection because exec.Command separates arguments, but it is an authorization/validation flaw in a privileged filesystem bridge method.",medium,new,2026-07-07T18:38:01.358209Z,2026-06-25 13:15:05 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,42503e6d5d55a0a40ecc0d05260a4ca76583340e,src/main.go | src/app.go | src/frontend/src/main.js | src/internal/appcore/history.go,
https://chatgpt.com/codex/cloud/security/findings/ab8aa2765c908191913c8dc8d521b262,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Untrusted history paths are passed to Explorer,"The commit adds RevealFileInExplorer(path) and wires result/history cards to call it with item.outputPath. The backend accepts any string from the renderer, resolves it to an absolute path, calls os.Stat on it, and then launches explorer.exe with /select,<path>. The frontend's resultItems are not only freshly generated processing results; when there are no current results, it maps entries from state.history directly into result cards. Because history.json is local JSON loaded without validating outputPath, a crafted or tampered history entry can supply an arbitrary local path or a Windows UNC path such as \\attacker.example\share\image.png. When the user clicks the new '保存先で表示' region, the app will probe that path and then ask Explorer to select it. On Windows, probing/opening UNC paths can initiate SMB/WebDAV authentication to an attacker-controlled host, leaking NetNTLM material, and the feature can also be abused as an arbitrary file/path probe/reveal primitive. The method should not accept arbitrary renderer paths; it should resolve by a trusted result/history ID, reject UNC/device paths, and ensure the canonical target is an app-created file under the configured output directory.",medium,new,2026-06-29T03:59:34.995243Z,2026-06-25 13:15:05 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,8057aba91e88770fa389f5a508b9174d152a1349,src/app.go | src/frontend/src/main.js | src/internal/appcore/history.go,
https://chatgpt.com/codex/cloud/security/findings/bb64225c449881919fe573b2851a26b8,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Hidden auto-processing folders can exfiltrate images,"This commit removes the Auto Post settings tab and no longer renders controls for autoPhoto.photoDirectory, screenshotAutoPost.screenshotDirectory, or their scan intervals. Those fields still exist in config.json and are still used by restartAutoPhotoWatcher to start filesystem watchers. Because dropping/opening a JSON config loads that config into the settings flow, a malicious config can set uploadDiscord=true, autoPhoto.enabled or screenshotAutoPost.enabled=true, an attacker-controlled valid Discord webhook, and an arbitrary watch directory. The reorganized settings screen shows the auto-processing toggles and webhook fields but not the directory being monitored, so the user can save/activate a configuration that will upload future images from an attacker-chosen directory while believing only normal VRChat/Screenshots folders are involved.",medium,new,2026-06-29T04:00:28.562183Z,2026-06-25 12:50:51 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,11cdfbff7b2b5ccc9c6125bd64a23bf8d064d984,src/frontend/src/main.js | src/app.go | src/internal/appcore/config.go | src/internal/appcore/autophoto.go,
https://chatgpt.com/codex/cloud/security/findings/fa5bc68dae4c8191ad9140983e5ac66f,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Tabbed settings hide webhook auto-post settings,"This commit changes the settings page from a single scrollable review to separate tabs and always resets new settings sessions to the Output tab. Sensitive destinations and background-upload controls, including the Discord webhook URL and VRChat/screenshot auto-post webhook settings, are now only rendered when their tabs are selected. However, the global Save button still sends the entire state.config object to the backend. If an attacker convinces a user to open and save a supplied config, the user can save attacker-controlled Discord and auto-post settings without ever seeing those fields. Saving then persists the configuration and restarts enabled auto-post watchers, which can upload future VRChat photos or screenshots to the configured Discord webhook. This is not a remote code execution issue and still requires user interaction, but it weakens review of security-sensitive imported settings and can lead to image exfiltration.",medium,new,2026-07-07T18:44:02.856788Z,2026-06-25 11:51:44 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,c10d11bef19f6038945567e30e5348b877f2c52e,src/frontend/src/main.js | src/app.go | src/internal/appcore/autophoto.go,
https://chatgpt.com/codex/cloud/security/findings/64f4364bf8ec8191a80801236b69ebd1,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Screenshots can upload to the wrong Discord webhook,"This commit adds screenshot auto-posting and documents it as using the normal Discord Webhook URL. However, the screenshot watcher in app.go only sets Directory and Interval, leaving WebhookURL empty. AutoPhotoWatcher.webhookURL() treats an empty explicit webhook as a signal to fall back to Config.AutoPhoto.WebhookURL. During processing, that fallback overwrites cfg.Discord.WebhookURL, so screenshots are uploaded to the VRChat auto-post webhook whenever it is configured. This can disclose sensitive desktop screenshots to an unintended Discord channel or an attacker-controlled webhook that the user only expected to receive VRChat photos.",medium,new,2026-06-29T04:17:20.198422Z,2026-06-23 22:14:02 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,f759c2f5f2f8eefa11823cbf8b29c80024cf8161,src/app.go | src/internal/appcore/autophoto.go | src/internal/appcore/processor.go,
https://chatgpt.com/codex/cloud/security/findings/f440b48e4448819194816f173f379a5d,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Unvalidated update URL can open attacker-controlled links,"This commit adds an update checker that fetches release metadata, copies the remote JSON html_url field into UpdateInfo.URL, exposes it to the frontend, and opens it through App.OpenURL when the update banner is clicked. App.OpenURL does not validate scheme, host, path, or protocol before calling BrowserOpenURL. If the GitHub API response is malicious, compromised, redirected to attacker-controlled JSON, or otherwise tampered with, the UI can present a trusted-looking update banner but open an arbitrary URL or custom protocol handler instead of the official GitHub Releases page. The update URL should be ignored in favor of a fixed official releases URL, or strictly validated to https://github.com/hatolife/ClipForVRChat/releases/... before being returned/opened; App.OpenURL should also enforce an allowlist defensively.",medium,new,2026-06-29T04:18:19.614601Z,2026-06-22 15:11:39 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,40d856a59b8973174bb4a2aba1504030138c763b,src/internal/appcore/update.go | src/frontend/src/main.js | src/app.go,
https://chatgpt.com/codex/cloud/security/findings/d6c21ec0d79c8191b8336baeb83a8d0c,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,QR upscaling can exhaust memory on crafted tall images,"This commit replaced the prior direct QR scan with DetectQRCodeURLsWithDiagnostics, which calls qrImageVariants before decoding. qrImageVariants creates 2x, 3x, and 4x resized copies, plus thresholded copies, whenever the original width is below 1800 or 900 pixels. It does not check height or resulting pixel count. The existing input validation only limits the original decoded image to MaxImagePixels. For example, an attacker-supplied 800x80000 PNG is exactly 64,000,000 pixels and can be highly compressed under the byte limit, but QR detection will attempt to allocate variants up to 3200x320000, over one billion pixels, and additional threshold copies. This can cause out-of-memory termination or severe UI/processing denial of service when a user processes the image or when it appears in a watched photo folder with QR detection enabled.",medium,new,2026-06-29T04:20:35.023875Z,2026-06-22 10:06:49 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,fc88b5d3139ad02be627f22dfe2c6a7109721437,src/internal/appcore/qrcode.go | src/internal/appcore/processor.go | src/internal/appcore/image.go,
https://chatgpt.com/codex/cloud/security/findings/93e4dc3cc1608191863bd8b45f13f7f7,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Untrusted QR URLs can trigger Discord mentions,"QR payloads are treated as safe if they parse as an http/https URL with a hostname, then the original raw string is concatenated into the Discord message body. Go's URL parser accepts strings such as URLs containing raw Discord mention tokens in the path or query, for example `https://example.com/<@&123456789012345678>`. The webhook payload only sets `content` and does not set `allowed_mentions`, so Discord's default mention parsing can allow a malicious QR code in an image to ping users, roles, or everyone in the configured Discord channel when the user processes the image or when auto-photo processing handles it.",medium,new,2026-06-29T04:23:30.726753Z,2026-06-22 01:45:20 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,39531cf3a7e5d805f14b044e0784e9efd1c97fb2,src/internal/appcore/qrcode.go | src/internal/appcore/processor.go | src/internal/appcore/discord.go,
https://chatgpt.com/codex/cloud/security/findings/7e6d66b95b64819188e754e0e97bbdb7,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Unbounded native clipboard PNG copy can crash app,"This commit adds a Windows-specific path that prefers registered clipboard formats named ""PNG"" or ""image/png"". After opening the clipboard, it calls GlobalSize on the clipboard handle and immediately creates and copies a Go byte slice of that full size. The existing MaxInputMB validation is only reached later in DecodeImageWithLimit, after ReadClipboardImage has already returned the copied bytes. A local process, or an attacker who convinces the user to place specially crafted registered PNG data on the clipboard and then click the clipboard processing button, can provide a very large HGLOBAL for the PNG format. The app will attempt to allocate and copy that entire buffer before rejecting it, causing memory exhaustion or a fatal crash. The new native path should enforce the configured/default maximum byte limit before unsafe.Slice and make/copy, or stream/copy only up to a bounded limit and fail if GlobalSize exceeds that bound.",medium,new,2026-06-29T04:30:51.305582Z,2026-06-21 22:51:09 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,21cc973660d721a75f7d569ea8486531984b4f05,src/internal/appcore/clipboard.go | src/internal/appcore/clipboard_native_windows.go | src/internal/appcore/processor.go | src/internal/appcore/image.go,
https://chatgpt.com/codex/cloud/security/findings/e2dbfdd09f68819187b842db37a4421f,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Auto-photo scan cap can leak old photos and starve new ones,"The commit limits auto-photo scanning to the first MaxAutoPhotoScanFiles supported paths discovered by WalkDir. AutoPhotoWatcher.Run initializes w.seen from this limited result, not from the full directory. As a result, in a watched directory with more than 5000 supported image paths, all existing files after the cutoff are absent from the startup baseline. If earlier files are deleted or an attacker removes lexicographically early filler files, previously existing user photos can enter the limited scan result, appear absent from w.seen, and be processed as if they were newly created. Auto-photo processing forces Discord upload, so this can disclose older local photos to the configured webhook without the user's intent. Conversely, an attacker who can create 5000 lexicographically early supported filenames in the watched folder can keep genuine later photos permanently outside the scan result, causing feature-level denial of service.",medium,new,2026-06-29T04:35:44.597934Z,2026-06-21 20:36:47 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,d9a7f58be75652cc75794cb60afecc6f062de909,src/internal/appcore/autophoto.go | src/internal/appcore/processor.go,
https://chatgpt.com/codex/cloud/security/findings/958fd884b9588191ab138b574a6bd5eb,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,History file stores Discord tokens with weak permissions,"The new history feature persists Discord deletion metadata, including DiscordWebhookID, DiscordToken, and DiscordMessageID, for every successful upload. SaveHistory writes history.json with mode 0644 and creates its parent directory with 0755, making the file readable by other local users on platforms where POSIX modes apply and by any process/account that can access the app directory. A reader of this file can recover Discord webhook bearer tokens plus message IDs for historical uploads, enabling unauthorized posting to the webhook and deletion of recorded Discord messages. The data is also included in UI state/results even though the frontend only needs opaque history IDs to request deletion, increasing exposure to any renderer compromise or accidental state disclosure.",medium,new,2026-06-29T04:39:52.288078Z,2026-06-21 20:36:43 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,709370d231b94a938fe9340b8edd132998353141,src/internal/appcore/history.go | src/internal/appcore/processor.go | src/internal/appcore/types.go,
