finding_url,repository,repository_url,title,description,severity,status,detected_at,committed_at,author_email,assignee_name,assignee_email,has_patch,configured_scan_id,commit_hash,relevant_paths,resolution_reason
https://chatgpt.com/codex/cloud/security/findings/394a0dc95c688191a1617b65fcb2befd,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Hidden camera auto-start settings remain active,"The frontend now hides the `openCameraBeforeBatch` and `closeCameraAfterBatch` controls from the auto-capture UI, but it only defaults them to false when they are undefined. If a user already had these fields set to true, or opens an attacker-supplied JSON config containing true values, the settings remain active with no normal UI control to review or disable them. The backend still uses these values to send OSC commands that open the VRChat camera, enable stream camera mode/streaming, and close the camera after capture. Combined with scheduled auto-capture and Discord auto-post settings, this can cause unexpected capture/posting behavior after a user saves an imported or stale config.",medium,new,2026-07-07T17:27:49.446009Z,2026-07-07 01:08:30 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,215f5dea51ebc416efb676f13f5820b2828d5a63,src/frontend/src/main.js | src/internal/appcore/autocapture.go,
https://chatgpt.com/codex/cloud/security/findings/72a14374ab94819184eedb836966f795,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,New VRChat feedback help link is blocked,"The new auto-capture help text includes a button that calls OpenURL with https://feedback.vrchat.com/bug-reports/p/camera-osc-does-not-work-unless-camera-ui-is-open. OpenURL validates all outbound browser URLs through trustedExternalURL, whose allowlist only includes github.com, hatolife.booth.pm, support.discord.com, and x.com. Because feedback.vrchat.com was not added, the newly introduced button returns an error instead of opening the referenced help page. This is a functional bug in the new guidance, not a security vulnerability.",informational,new,2026-07-07T17:25:31.719876Z,2026-07-06 23:54:04 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,e6825c2dd5495f55d3e36fc9b1a2c6e66b28b62c,src/frontend/src/main.js | src/app.go,
https://chatgpt.com/codex/cloud/security/findings/597578864ce08191ab5a3d3c39ff7e69,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Diagnostic logs leak VRChat private instance IDs,"This commit adds polling of VRChat output logs during capture-on-start readiness and writes the raw parsed world_id and instance_id to the diagnostic log when a candidate is seen or considered stable. VRChat instance IDs can include private instance details such as owner user IDs and nonce-like tokens (for example, private/hidden instance metadata). Diagnostic logs are included in the app's diagnostic package, and the plaintext ZIP intentionally remains for user review/sharing. The existing diagnostic redaction only removes known local paths and Discord webhook/token fields, so these newly logged world/instance identifiers survive into diagnostics. A remote attacker or support impersonator who convinces a user to share the diagnostic ZIP could learn where the user was in VRChat and potentially sensitive private instance metadata.",medium,new,2026-07-07T17:32:00.846451Z,2026-07-04 20:29:18 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,f5635ac756216120f5e5688d1e9372ebde8e7e3b,src/app.go | src/internal/appcore/autocapture.go | src/internal/appcore/diagnostic.go | src/diagnostic_package.go,
https://chatgpt.com/codex/cloud/security/findings/d2d5df5988508191bc4cb3a854709222,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,OSC forwarding can self-loop and cause UDP DoS,"The commit adds UDP forwarding for received OSC packets and attempts to prevent forwarding to the receiver's own endpoint. However, sameOSCForwardEndpoint only treats an unspecified receive address as equivalent to nil, loopback, or another unspecified target. If the app is configured to listen on 0.0.0.0:<port> or [::]:<port>, a target such as the host's LAN IP on the same port is not considered self-forwarding. Because a UDP socket bound to 0.0.0.0:<port> receives packets sent to any local interface address on that port, the forwarder can send each received packet back to the same listener. The listener then reads the forwarded packet and forwards it again indefinitely. This can be triggered by any packet received on the exposed OSC port once such a configuration is active, causing CPU/network churn and log growth. The self-forward check should reject same-port targets for unspecified binds unless it can prove the target is not local, or it should enumerate local interface addresses and reject all local targets resolving to the receiver port.",medium,new,2026-07-07T17:38:07.223283Z,2026-07-04 10:23:09 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,da42af372fd664fb8cdcba2cfaae23f7f65fb221,src/app.go,
https://chatgpt.com/codex/cloud/security/findings/7129d538dea881919bbdf62f805cb3a1,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Unbounded localhost IPC request can exhaust app memory,"This commit introduces a loopback TCP IPC server for single-instance control. The server accepts every connection, starts a goroutine, and calls json.Decoder.Decode directly on the connection into string fields before verifying the token. Because there is no io.LimitReader, maximum token/command length, or connection concurrency cap, an unauthenticated local process does not need the IPC token to force the existing app to parse attacker-controlled data. By scanning localhost ports or reading the state file where available, an attacker can connect to the IPC port and send a huge JSON string such as a multi-gigabyte token, making encoding/json allocate memory before the invalid token is rejected. This can crash or hang ClipForVRChat. The impact is limited to local availability because the listener is bound to 127.0.0.1 and does not expose remote network access. The server should bound the request size before decoding, for example with io.LimitReader at a small size such as 4 KiB, validate token and command lengths, and optionally cap simultaneous IPC connections.",low,new,2026-07-07T17:38:05.940758Z,2026-07-04 10:12:06 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,f62c38923ceeec3cf5c11feb747c94c758455b1f,src/single_instance.go,
https://chatgpt.com/codex/cloud/security/findings/bc11be799c30819196358524d889fcc2,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Unbounded OSC packet logging enables log DoS,"The OSC receiver is started during app startup and now writes a diagnostic log entry for every valid or invalid received UDP packet. The receiver accepts unauthenticated UDP datagrams, formats attacker-controlled address/type/value/payload data, and calls AppendDiagnosticLog for each packet. AppendDiagnosticLog appends to a dated log file with no rotation, quota, throttling, or maximum file size. Because the frontend exposes configurable OSC host/port and the backend uses that host for ListenUDP, exposure is loopback by default but can become network-adjacent if the user binds to a non-loopback or wildcard address. Even on default loopback, another local process can flood 127.0.0.1:9001. This can cause application slowdown from synchronous open/write/close per packet and unbounded disk consumption. Additionally, those logs are collected into diagnostic packages, so all captured OSC parameter names, values, payload hex previews, and remote addresses may be shared during support.",medium,new,2026-07-07T17:50:56.427057Z,2026-07-04 04:48:36 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,3a593468ddac0a7709f236eedc98ceca2a069eeb,src/app.go | src/internal/appcore/diagnostic.go | src/diagnostic_package.go,
https://chatgpt.com/codex/cloud/security/findings/dc509a8e42b08191b3cf2de939f33b37,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Auto-post warning suppressed when webhook is configured,"Before this change, enabled VRChat photo and screenshot automatic processing were always included in the save confirmation, and the dialog told the user that matching images would be automatically processed and to verify the Discord destination. The new logic only adds confirmation items when Discord posting is enabled and the effective webhook is missing. Because the backend immediately restarts watchers after saving and auto-photo/screenshot/autocapture code falls back to the primary webhook, a configuration with auto processing enabled and a valid webhook no longer triggers this safety confirmation. This is security-relevant for untrusted or socially engineered configuration files: saving such a config can start background processing and upload future local images or autocapture output to the configured Discord webhook with less meaningful user visibility.",medium,new,2026-07-07T17:57:44.424326Z,2026-07-02 23:50:18 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,6f250c5054cdfb7b40d94a619876d63decd0d481,src/frontend/src/main.js | src/app.go | src/internal/appcore/autophoto.go | src/internal/appcore/autocapture.go,
https://chatgpt.com/codex/cloud/security/findings/48e99d7c21648191b403f30cc3bd82ec,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Unbounded OSC avatar parameter cache enables DoS,"The commit adds avatar_osc basis handling to the OSC UDP receiver. Any OSC packet whose address starts with /avatar/parameters/ and has a supported scalar type is canonicalized and inserted into avatarOSCBasisSamples. There is no allow-list limiting storage to the configured basis parameter names, no cap on the number or length of cached addresses, no expiry/pruning, and rebuildAvatarOSCBasisLocked writes a diagnostic log entry for every accepted packet. A malicious local process, another local user, or an adjacent-network attacker if the OSC receiver is bound beyond loopback can send many unique avatar parameter addresses to grow the map indefinitely and/or send high-rate packets to grow diagnostic logs until memory or disk is exhausted. Because latestAvatarOSCSampleTime also scans all cached addresses by prefix, injected stale/junk prefixed parameters can keep avatar_osc basis stale and increase CPU work as the map grows.",medium,new,2026-07-07T18:05:34.702028Z,2026-07-02 02:59:55 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,6b711fd33e450ff4746e3dc373fb024f17f956b4,src/app.go,
https://chatgpt.com/codex/cloud/security/findings/669edc83db8c8191b37035f622db966d,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Metadata failures can lead to unvalidated Discord uploads,"In the parent commit, a failure from WriteAutoCaptureEmbeddedMetadata caused finalizeAutoCaptureImage to return before writing sidecars or uploading to Discord. This commit intentionally downgrades every metadata write error to a warning and continues. That is too broad: metadata write errors include unsupported or invalid image content. Photo-mode capture accepts new files from the watched directory based on extension and stability, not by decoding/validating the file. Later, uploadAutoCaptureDiscord reads the selected path directly and sends the raw bytes to Discord based only on the filename extension. As a result, if an attacker can place a newly modified .png/.jpg/.jpeg/.webp file in the watched VRChat photo/output directory during an auto-capture run, or can place a link/reparse point with such an extension to another readable file, the app may post those bytes to the configured Discord webhook despite the metadata writer having identified that the file is not a valid supported image. The safer behavior is to continue only for non-security metadata failures after validating that the file is a bounded, decodable image, or to keep aborting on format/parse failures.",medium,new,2026-07-07T18:14:32.584778Z,2026-07-01 13:56:35 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,88bab9bd06239604124e705259f51c6e3f2704c7,src/internal/appcore/metadata.go | src/internal/appcore/autocapture.go | src/internal/appcore/autophoto.go,
https://chatgpt.com/codex/cloud/security/findings/c255b3af9334819181d5fc09315673f4,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Release notes step uses wrong env syntax on Windows,"The build job runs on windows-latest. The new release-note steps do not specify a shell, so GitHub Actions uses PowerShell on Windows. In PowerShell, environment variables must be referenced as $env:TAG_NAME, not $TAG_NAME. As written, the Node script is invoked with an empty first argument. scripts/extract-release-notes.mjs exits with usage error when the version argument is empty, so stable, RC, and draft release builds will fail before uploading release assets. This is a CI/release availability regression, not a runtime application security vulnerability.",informational,new,2026-06-29T12:10:19.304748Z,2026-06-29 20:47:04 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,36e242ccaacf7964f0755c6b581910866d5b9a45,github/workflows/release.yml | scripts/extract-release-notes.mjs,
https://chatgpt.com/codex/cloud/security/findings/086e884bea5c819181c00459c7516610,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Unbounded ZIP CLI encryption can exhaust memory,"This commit adds a mode where launching the application with exactly one .zip argument encrypts that file and exits. The implementation only checks that the path has a .zip extension and is not a directory, then uses os.ReadFile to load the entire file into memory. It then validates the ZIP from the in-memory byte slice and encrypts into another in-memory buffer. A malicious or simply very large ZIP file can therefore force memory usage roughly proportional to the input plus encrypted output and ZIP metadata, potentially causing the process to hang, be killed, or destabilize the desktop session. The path is also not checked with info.Mode().IsRegular(), so special files such as FIFOs/devices on supported platforms could cause blocking or unbounded reads. This is introduced by the new CLI ZIP encryption path and should be mitigated by requiring a regular file, enforcing a maximum input size appropriate for diagnostic packages, and preferably streaming encryption instead of buffering the entire input and output.",medium,new,2026-06-29T03:51:43.496140Z,2026-06-25 15:05:39 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,62d856115af0bd385722eb3e4ea71b3dd2bd59d1,src/main.go | src/diagnostic_package.go,
https://chatgpt.com/codex/cloud/security/findings/731b71146d948191b49e72ce2962cdc4,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Unbounded ZIP encryption can exhaust memory,"This commit adds a mode where `ClipForVRChat.exe path\to\file.zip` encrypts the ZIP and exits. The implementation only checks the extension and that the path is not a directory, then calls `os.ReadFile` before validating that the file is a ZIP. It then calls `encryptDiagnosticZip`, which writes the encrypted output to a `bytes.Buffer`. As a result, an attacker who convinces a user to invoke the application with a very large `.zip` file, or a non-ZIP file named with a `.zip` extension, can force the process to allocate memory proportional to the full input plus encrypted output and potentially crash due to OOM. The project already applies resource bounds to other attacker-controlled file inputs such as images; this new attacker-controlled CLI ZIP input lacks comparable bounds or streaming.",low,new,2026-07-07T18:28:47.695318Z,2026-06-25 15:05:39 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,4104703830784eebac3e54c673d1fb7d47251c53,src/main.go | src/diagnostic_package.go,
https://chatgpt.com/codex/cloud/security/findings/242b0068b37c81919bbbffa5bc0a8a8d,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,COM shell calls are made without OS-thread pinning,"The commit replaces the previous explorer.exe invocation with direct Windows Shell API calls. The new code calls CoInitializeEx, ILCreateFromPathW, SHOpenFolderAndSelectItems, and then defers CoUninitialize. COM apartment initialization is thread-local, and CoUninitialize must be called on the same OS thread that successfully called CoInitializeEx. In Go, goroutines may migrate between OS threads unless runtime.LockOSThread is used. Because revealFileInExplorer does not lock the OS thread around the COM initialization, Shell API call, and uninitialization sequence, the app can intermittently call Shell APIs from a different COM apartment or uninitialize COM on the wrong thread. This is primarily a Windows stability/crash bug rather than a security vulnerability.",informational,new,2026-06-29T03:53:47.200650Z,2026-06-25 14:48:44 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,c3c9ac1cc82a9a5a8f171b0f39ca8e2f7b52f9a6,src/reveal_windows.go,
https://chatgpt.com/codex/cloud/security/findings/ef226ce160d481919de133f5fb6da201,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Startup diagnostics log unredacted local paths,"The new startup diagnostic flow records sensitive local filesystem paths in plaintext diagnostic.log on every UI startup. Although webhook URLs are reduced to boolean configured flags, the log still includes the full executable path, config path, history path, diagnostic log path, configured output directory, VRChat photo directory, and screenshot directory. These paths commonly contain the Windows username and may reveal private folder names, mounted/network paths, or user workflow details. Because diagnostic logs are intended for troubleshooting and may be requested or attached to GitHub issues/support discussions, this creates an information disclosure risk if a user shares the log or a diagnostic artifact containing it. The paths should be redacted or summarized before being written to a user-shareable diagnostic log.",medium,new,2026-06-29T03:55:18.126203Z,2026-06-25 14:25:29 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,ec42e072d897589fbe17dc7a21c85cd82181d469,src/app_diagnostic.go,
https://chatgpt.com/codex/cloud/security/findings/ab8aa2765c908191913c8dc8d521b262,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Untrusted history paths are passed to Explorer,"The commit adds RevealFileInExplorer(path) and wires result/history cards to call it with item.outputPath. The backend accepts any string from the renderer, resolves it to an absolute path, calls os.Stat on it, and then launches explorer.exe with /select,<path>. The frontend's resultItems are not only freshly generated processing results; when there are no current results, it maps entries from state.history directly into result cards. Because history.json is local JSON loaded without validating outputPath, a crafted or tampered history entry can supply an arbitrary local path or a Windows UNC path such as \\attacker.example\share\image.png. When the user clicks the new '保存先で表示' region, the app will probe that path and then ask Explorer to select it. On Windows, probing/opening UNC paths can initiate SMB/WebDAV authentication to an attacker-controlled host, leaking NetNTLM material, and the feature can also be abused as an arbitrary file/path probe/reveal primitive. The method should not accept arbitrary renderer paths; it should resolve by a trusted result/history ID, reject UNC/device paths, and ensure the canonical target is an app-created file under the configured output directory.",medium,new,2026-06-29T03:59:34.995243Z,2026-06-25 13:15:05 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,8057aba91e88770fa389f5a508b9174d152a1349,src/app.go | src/frontend/src/main.js | src/internal/appcore/history.go,
https://chatgpt.com/codex/cloud/security/findings/b4d4d053acfc81919080dcd2a84e0eb2,hatolife/ClipForVRChat,https://github.com/hatolife/ClipForVRChat,Explorer reveal trusts history-controlled file paths,"The commit adds a Wails-exposed RevealFileInExplorer(path) method. The backend only trims, absolutizes, stats, and rejects directories before launching explorer.exe with the supplied path. It does not verify that the path was produced by this app, is under the configured output directory, is a local file, or is an image. The frontend calls this API for any result item with outputPath, and resultItems falls back to visibleHistory when there are no current results. Since history.json is local JSON loaded into state without validating outputPath, a malicious imported config/history bundle or local history tampering can place an arbitrary existing path in outputPath. If the user clicks the new “保存先で表示” action, the app will os.Stat and then pass that path to Explorer. On Windows, this can be abused with attacker-controlled UNC paths to trigger SMB/WebDAV authentication and leak NetNTLM credentials, or to make Explorer open/select arbitrary non-output files and invoke shell/thumbnail handlers. The issue is not shell command injection because exec.Command separates arguments, but it is an authorization/validation flaw in a privileged filesystem bridge method.",medium,new,2026-07-07T18:38:01.358209Z,2026-06-25 13:15:05 +0900,poppo@hato.life,,,false,user-gdJP2yJAXwwLnz2cLJ6VlelW:github-1275663556,42503e6d5d55a0a40ecc0d05260a4ca76583340e,src/main.go | src/app.go | src/frontend/src/main.js | src/internal/appcore/history.go,
